;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxy
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a 工
rrju 蜇
rrkf 哲
rrpk 逝
rrqw 掀
rrrr 白
rrtf 捭
rryy 拆
rsay 弑
rsfy 搏
rsh 打
rsjh 刹
rtan 托
rtbn 拖
rtdg 括
rtfj 卑
rtgh 手
rtgn 气
rthg 丘
rtol 播
rtth 斤
rtuc 搬
ruah 拼
rube 搠
rudg 拦
rufh 抖
rug 拉
rugh 拌
rujf 撞
rury 皎
rusf 撙
rutk 搁
ruvg 接
rvet 抛
rvg 扫
rvii 氯
rvkg 招
rvnc 殷
rvqy 拶
rvtk 捃
rvyy 执
rwbn 抢
rwcy 投
rwfy 拊
rwgg 捡
rwu 兵
rwve 氛
rwwf 挫
rwxn 抡
rxet 拗
rxjg 指
rxjh 拂
rxmy 掼
rxuu 搦
rxxn 批
ryct 撤
rygg 拄
ryjh 挤
ryke 攘
rylg 擅
rymk 搞
rynt 护
rytp 邀
rywn 抗
ryxf 摔
saah 械
sabh 栉
sahd 榧
saiy 栋
sajd 模
sakg 槿
samw 横
sang 柜
sape 檬
saqy 柩
sary 枢
satq 桡
sbbh 椰
sbcl 楹
sbde 椭
sbf 李
sbyy 极
sceh 桶
scfy 树
scgg 杩
scwt 梭
scy 权
scyy 杈
sdet 枥
sdhy 杯
sdmy 顶
sdsk 椅
sdtb 梆
sduw 橛
sdwy 棋
sdxy 栊
sdyy 杖
sebg 桴
seeg 棚
sekg 枷
set 杉
sfbh 鄄
sfcy 枝
sffg 桂
sfiu 票
sfiy 标
sfkg 桔
sflg 檑
sfmf 楠
sfnd 椟
sftt 材
sfuk 樯
sfwt 棱
sgay 栈
sgbn 酏
sgct 酸
sgd 本
sgef 酹
sgfg 酣
sgjg 醒
sgkg 梧
sgmj 槽
sgnn 配
sgop 醚
sgpx 酡
sgqy 酌
sgrb 酗
sgsh 酊
sgtk 酷
sguf 枰
sgwv 酚
sgxj 酯
sgyh 酬
shg 相
shic 椒
shjh 棹
shmy 桢
shnu 想
sieg 梢
sigg 榉
siit 桫
sipf 樘
sitt 杪
sivg 档
sjgf 查
sjng 榻
sjsy 棵
sjtl 槛
sjxx 棍
skbg 楫
skd 可
skgn 枵
skjh 剌
skkk 榀
skpd 速
skqm 赖
sksw 歌
skth 整
skwy 枳
sld 柬
slqy 椤
slyt 楞
smjh 刺
smmv 樱
smnn 桤
smqn 枧
smsm 棘
smu 贾
smuu 枣
smwy 枘
snbt 橄
sndg 椐
snhg 楣
snn 札
snrt 杨
sofg 桩
sou 杰
sovg 楼
spfi 棕
spgg 楦
spng 棺
spqn 枕
sprw 槟
spsh 柠
spvg 桉
spwf 榨
spxn 柁
sqay 柢
sqcy 构
sqdb 桅
sqgj 橹
sqiy 桃
sqke 橡
sqtb 柳
sqyl 榴
srcy 板
srdf 槔
srh 析
srmh 棉
srqc 槐
srrr 攀
sryt 檄
ssbh 郴
sset 彬
ssfi 禁
ssjg 楂
sskg 柯
sslg 楝
ssnh 楚
ssou 焚
ssqu 梦
sssu 森
ssvf 婪
ssy 林
stay 枨
stdj 桥
stfy 株
sthf 柞
stkg 格
stmf 榭
stoy 楸
sttt 覆
stxy 梅
sty 枚
suag 槎
sudg 栏
suh 样
sujh 樟
sukk 榈
sury 校
susf 樽
suxt 梯
svaq 概
svf 要
svgp 楗
sviy 棣
svoy 棂
svy 根
swbn 枪
swcy 松
swfc 桧
swgg 检
swn 机
swry 枫
swwo 麴
swxf 桦
swyg 椎
sxey 椽
sxxe 橼
sxxr 楷
sybg 椁
syck 梳
syfj 槠
sygg 柱
syi 术
syiy 椋
syke 榱
sylg 檀
symh 柿
synw 核
sypi 述
syuy 榜
syvb 榔
sywn 杭
tabj 筇
tadk 箬
tagf 筐
tahd 篚
tamw 簧
taqj 簪
tawy 筑
tayi 长
tbpe 透
tbr 秀
tcag 径
tcgf 笃
tckf 笞
tcu 么
tdan 矩
tdfg 甜
tdgu 短
tdhp 逢
tdjj 乔
tdkg 知
tdkj 智
tdmj 岙
tdnn 乱
tdpd 适
tdqa 舐
tdty 敌
tdwu 箕
tdxy 笼
teeg 稻
tegg 租
tekf 笳
tepu 笾
ter 务
tetb 徭
tfbw 缺
tfcu 丢
tfew 歃
tffu 等
tfln 德
tfpk 迁
tfqb 先
tfsj 籍
tftj 箸
tfux 乖
tgau 笺
tgef 箐
tgfj 竽
tghg 征
tgj 年
tgjf 重
tglg 舞
tgmj 制
tgpi 迭
tgsh 行
tguf 秤
thaj 算
thff 乍
thgn 片
thi 处
thjf 昝
thkf 咎
thlj 鼻
thnu 息
thsu 臬
thth 竹
tieg 稍
tigs 衍
timk 徜
tirf 箔
tisf 簿
titt 秒
tjgf 得
tjsu 梨
tjtu 复
tkf 各
tkg 和
tkgg 程
tkhh 种
tkkg 稆
tkmy 禹
tkwy 积
tlaw 篾
tlf 备
tlff 睾
tlgj 箅
tlkg 徊
tlnu 惫
tlon 粤
tlqi 囱
tlri 囟
tlug 衅
tlwt 稷
tmdf 射
tmdt 身
tmgt 微
tmhk 币
tmkd 向
tmod 奥
tmqy 秽
tnfj 阜
tngk 笥
tnii 乐
tnng 乌
tnpd 追
tntt 秘
tocg 释
tolf 番
tomg 釉
tonu 悉
tovf 篓
toxx 簏
toy 秋
tpge 稼
tpnf 管
tpqb 箢
tpu 乏
tpwa 箜
tqds 衡
tqgs 衔
tqiy 称
tqjg 徇
tqkf 笱
tqqy 移
tqrr 笏
tqti 黎
tqvh 筝
tqvn 稳
trah 箍
trcb 筢
trdh 稀
trfh 循
trie 穆
trkf 筘
trng 鹅
trny 我
trtf 稗
tryt 徼
tsgf 笨
tshf 箱
tsjj 簟
tskm 籁
tsmb 策
tssu 篥
tsu 条
tsyy 秫
ttdu 笑
ttfq 筅
ttgb 御
ttgy 秩
ttll 丿
tttt 禾
tuae 艨
tubl 艋
tuej 箭
tugj 艚
tujf 简
tukq 税
tulf 盘
tumq 舰
tune 艉
tupx 舵
turg 舶
tutp 艇
tuu 冬
tuwk 船
tuxv 乘
tuyw 航
tvf 委
tvgh 律
tvhw 箫
tvkf 笤
tvlf 簋
tvpd 逶
tvrc 魏
tvtr 笋
twau 筏
twcy 役
twdm 颓
twfu 符
twgk 答
twgs 徐
twht 筱
twiu 黍
twnd 篌
twyg 稚
txeu 篆
txht 第
txiu 系
txty 敏
txu 每
txyk 毓
tygg 往
tyi 入
tyiu 汆
tyke 穰
tymk 稿
tyna 篇
tyou 籴
tyrc 篱
tyvy 稂
uagd 疟
uaiy 冻
uaj 并
uajd 瘼
uakg 阈
uamw 癀
uapk 迸
uawk 瘩
ubk 疗
ubqn 瘾
ubtf 塑
ucad 痉
ucek 痛
uceu 衮
ucgg 冯
uckg 冶
ucqb 兖
ucwt 竣
ucyj 瘙
udbh 郑
udci 闳
udee 疬
udgk 减
udhk 痞
udi 头
udjn 阉
udny 疣
udpi 送
udwd 凑
uegd 疽
uehc 瘦
uejj 前
uepi 遂
ueqv 阋
uewc 毅
ufcl 阖
uffd 闺
ufhm 癫
ufk 斗
ufte 闭
ufwt 凌
ufye 装
ugbb 卷
ugeg 靖
ugge 豢
ughd 症
ugjj 养
ugk 半
uglf 盖
ugmw 病
ugnu 恙
ugod 羹
ugrj 拳
ugsu 桊
ugty 羲
uguw 羡
ugvr 券
ugyf 誊
uhf 着
uhhy 癯
uhxv 疵
uiit 痧
uitd 阔
uiwe 瘠
uiy 冰
ujbh 鄣
ujd 间
ujet 彰
ujgd 疸
ujld 瘟
ujnu 意
ujqb 竟
ujtm 赣
ujvk 韶
ukbh 部
ukd 问
ukgy 瓿
ukhh 冲
ukjh 剖
ukkm 癌
uknu 总
ukqb 竞
uldd 痼
ulgk 兽
uljf 曾
ulk 闸
ulsi 阃
ulxi 瘰
umdj 端
umdo 羰
umfk 凋
ummv 瘿
unac 癜
unbt 阚
unhg 羞
uni 闷
unku 癖
unre 疡
unwy 决
uojf 普
uooi 痰
uovd 瘘
uqaj 阍
uqdu 奖
uqed 阎
uqfy 将
uqgu 癣
uqiu 浆
uqjn 阄
uqmd 痪
uqnv 疱
uqsu 桨
uqvh 净
uqwy 次
uqyi 疚
urbh 郊
urcu 瓣
urty 效
uru 交
usfi 瘭
usgf 尊
usld 阑
usqg 鹇
usrh 新
usu 亲
uswc 凇
utdi 疾
ute 产
utem 颜
utfq 冼
uthf 首
uthp 道
utjk 痢
utkd 阁
utnv 疙
utui 疼
utvd 痿
uuad 瘥
uubw 阙
uujf 阐
uusi 痫
uuuu 立
uvg 妆
uvjw 兼
uwai 阀
uwbv 疮
uwci 疫
uwee 疹
uwfi 瘵
uwgd 痊
uwi 闪
uwjk 疥
uwlf 益
uwnd 瘊
uwri 疯
uwwf 痤
uwyc 冷
uxbh 邶
uxef 背
uxht 弟
uxlw 冀
uxn 北
uxth 凝
uxuh 辫
uxxu 兹
uygy 六
uyhn 门
uyli 凛
uymh 闹
uynw 阂
uyth 羊
uyuh 辩
uyvi 阆
uywf 瘁
uyxi 痃
vahh 姬
vajd 嫫
vamf 媾
vaqg 暨
vaqn 既
vary 妪
vatq 娆
vbg 好
vbsk 婀
vcbf 孥
vccg 驽
vcer 努
vcgg 妈
vckg 始
vcmh 帑
vcnu 怒
vcxb 弩
vdfe 娠
vdg 姑
vegc 媛
vegg 姐
vehc 嫂
vepc 嫒
vfcy 妓
vfkk 嬉
vfqn 妩
vfsy 媒
vftx 姥
vfu 寻
vfuk 嫱
vgah 妍
vgeg 婧
vgho 嫣
vgog 娅
vgpk 建
vgvh 婕
vgxw 姨
vhjw 肃
vijh 剥
vipi 逮
vitt 妙
viu 录
vjd 旭
vjgg 妲
vjjg 娼
vjlg 媪
vjsu 巢
vkbh 邵
vkcb 邕
vkeg 娟
vkg 如
vkgd 娱
vkmw 娲
vknu 恕
vkpd 迢
vkxi 絮
vldy 姻
vlrp 邋
vlxi 嫘
vmmg 姗
vnen 娓
vngb 娜
vnhg 媚
vnu 恳
vnxn 妮
vnyw 姒
vosc 嬷
vou 灵
vpge 嫁
vpi 退
vpjh 婶
vpmh 帚
vpqb 婉
vprw 嫔
vpta 姹
vqaj 婚
vqgg 鸠
vqiy 姚
vqkq 娩
vqyy 妁
vrtf 婢
vsfi 嫖
vskt 嫩
vsu 杂
vtdy 妖
vtfg 妊
vtgg 姓
vthn 媳
vtkf 君
vtlx 媲
vtn 九
vtnt 姊
vtry 娥
vuah 姘
vujf 婵
vury 姣
vusy 娴
vutd 嫉
vuvw 嫌
vuxt 娣
vvg 妇
vvvv 女
vwyn 妗
vxxn 妣
vxy 姆
vyey 妫
vylg 嬗
vynu 忍
vyps 婷
vyt 妨
vyud 嫡
vyvy 娘
wadk 偌
waht 伢
wajg 借
wary 伛
watq 侥
wawy 供
wayy 代
wbay 戗
wbjh 创
wbn 他
wcdm 颂
wceh 俑
wcgy 瓮
wcnf 翁
wctd 俟
wcu 公
wcwt 俊
wdag 佐
wdeg 侑
wdfn 侉
wdg 估
wdjg 佰
wdkg 佑
wdny 优
wdsk 倚
wdty 做
wdui 僚
wdwi 傣
webg 俘
weh 佣
wekg 伽
weqn 倪
wfam 偾
wfcu 会
wfdj 儒
wffg 佳
wfh 什
wfhg 值
wfiu 祭
wfkf 舍
wfny 传
wftx 佬
wfvg 佞
wgcj 倒
wgdu 癸
wgen 愈
wgf 全
wgij 剑
wgjr 便
wgkr 使
wglg 僵
wgmy 债
wgnb 兮
wgot 俨
wgqj 例
wgsu 余
wgud 侠
whdd 俳
whhy 佧
whj 个
whjh 倬
whmy 侦
whnd 候
whte 修
whwy 俱
wieg 俏
wimk 倘
wipc 偿
wipq 傥
wjfg 俚
wjgg 但
wjhh 伸
wjj 介
wjjg 倡
wjmy 偶
wjqn 偈
wjsy 倮
wkgd 俣
wkhy 促
wkkg 侣
wksf 堡
wksy 保
wlg 佃
wlge 偎
wlll 儡
wmfk 倜
wmgk 侗
wmh 仙
wmjh 侧
wmwy 催
wnbm 倔
wndg 倨
wngk 伺
wnhc 假
wnku 僻
wnn 亿
wntd 侯
wnxn 伲
wnyw 似
wovg 偻
wowf 俯
woy 伙
wpey 侬
wpgg 伫
wpng 倌
wprw 傧
wpwa 倥
wpxn 佗
wqay 低
wqbh 仰
wqdy 儋
wqin 您
wqiy 你
wqke 像
wqqy 侈
wqrn 偬
wrbj 爷
wrcb 爸
wrec 飕
wrfu 釜
wrhw 飓
wri 风
wroo 飚
wrqq 爹
wrrj 斧
wrtf 俾
wsfy 傅
wsgg 体
wsjh 剁
wskg 何
wsoy 僳
wsqg 鸺
wssy 傈
wsy 休
wtay 伥
wtcy 仫
wtdj 侨
wtet 伤
wtfg 任
wtgh 件
wtjh 俐
wtlt 傻
wtry 俄
wtuy 佟
wtvg 倭
wtxy 侮
wty 八
wufj 伞
wujf 僮
wukg 倍
wulj 僧
wun 们
wury 佼
wvdm 颁
wvff 坌
wvgp 健
wvlf 盆
wvmu 贫
wvpc 侵
wvr 分
wvtt 伊
wvyy 仞
wwbf 耸
wweg 俎
wwfd 坐
wwgf 丛
wwjh 价
wwkf 谷
wwvt 份
wwwu 众
wwww 人
wwxn 伦
wwy 从
wwyc 伶
wxdm 倾
wxfj 华
wxjh 佛
wxmu 货
wxn 化
wybr 隽
wycu 令
wyey 依
wyfj 储
wyg 信
wyjh 侪
wykf 售
wynb 今
wyou 焦
wyps 停
wyry 仪
wysu 集
wyuy 傍
wyvu 食
wywn 伉
wyyy 雠
xadt 绒
xafh 缂
xag 红
xanw 练
xatq 绕
xbmh 绌
xbyy 级
xcag 经
xcag 弪
xccc 缀
xcgh 绎
xckg 绐
xcnh 纾
xcy 弘
xdcy 绂
xdgk 缄
xdjx 弼
xdlf 缅
xdmy 顷
xdsk 绮
xdtb 绑
xdui 缭
xeeg 绷
xegc 缓
xegg 组
xejj 蠡
xepc 绶
xevg 绥
xfcy 纭
xfhw 缜
xfkg 结
xfkm 缬
xfnd 续
xfqg 鸨
xftj 绪
xfwt 绫
xgay 线
xgbn 纯
xgfh 纡
xgjr 绠
xglg 缰
xgmy 绩
xgoj 缙
xhdd 绯
xhh 引
xhit 缈
xhjh 绰
xidm 颍
xieg 绡
ximk 绱
xitt 纱
xjf 旨
xjgh 缇
xjhh 绅
xjlc 缦
xjmu 费
xjqc 艴
xjtq 缆
xjxx 绲
xkbg 缉
xkeg 绢
xkjy 强
xkks 缲
xkwy 织
xlg 细
xlge 缳
xlny 缌
xlxi 缧
xmfk 绸
xmmv 缨
xmry 纲
xmu 贯
xmwy 纳
xnaj 缗
xngn 弓
xnhh 纠
xnn 纪
xnwe 缪
xojf 缠
xonn 继
xovg 缕
xoxn 粥
xpfi 综
xpgh 绽
xpng 绾
xprw 缤
xpwj 缩
xqan 纸
xqcn 绝
xqiy 弥
xqjg 绚
xqvg 绉
xqyy 约
xrcy 弧
xrmh 绵
xryt 缴
xsfi 缥
xsfy 缚
xshg 缃
xtay 张
xtbt 绣
xtdh 疑
xte 乡
xtfh 纤
xthc 缎
xtkg 络
xtsy 绦
xtuy 终
xtwv 飨
xugh 绊
xujf 弹
xulj 缯
xury 绞
xuuk 缮
xuvw 缣
xuwl 缢
xuxt 绨
xuxu 弱
xviy 绿
xvjs 缫
xvkg 绍
xvlg 缁
xvyy 纫
xwfc 绘
xwgk 给
xwgr 缏
xwnd 缑
xwvt 纷
xwwy 纵
xwxn 纶
xwyg 维
xxal 畿
xxey 缘
xxfj 毕
xxgf 丝
xxjh 绋
xxn 比
xxnt 毖
xxrf 皆
xxtx 彘
xxxn 纰
xycq 统
xymk 缟
xyna 编
xyrc 缡
xyt 纺
xyuh 缔
xyxy 弦
yaah 诫
yaay 试
yadk 诺
yaht 讶
yajd 谟
yakg 谨
yans 谍
yaqj 谮
yary 讴
yaww 诬
yayk 谎
ybbh 郭
ybcy 诹
ybf 享
ybmh 诎
ybou 烹
ybqg 鹑
ybty 敦
ybvo 熟
ycaj 弃
ycef 育
ycgh 译
yckg 诒
ycne 袤
ycqb 充
yctd 诶
ydmj 斋
ydnn 诚
ydoy 诙
ydwn 谌
yeeu 裒
yegg 诅
yejy 蠃
yemy 赢
yetb 谣
yeu 衣
yevy 嬴
yewy 谀
yeyi 为
yffy 诗
yfh 计
yfjh 讲
yfkg 诘
yfmd 谳
yfnd 读
yfsy 谋
yftj 诸
ygay 斌
ygd 主
ygeg 请
yghg 证
ygkg 语
yguf 评
yhag 谑
yhdd 诽
yhg 让
yidg 鹫
yidy 就
yieg 诮
yipq 谠
yjh 刘
yjhg 齑
yjlc 谩
yjqn 谒
yjsy 课
ykgd 误
ykh 训
ykhe 衷
ykke 襄
ykwy 识
yleg 谓
ylf 亩
ylkm 颤
ylwt 谡
ymfk 调
ymhj 市
ymkf 高
ymwy 讷
ynbh 邙
yndi 戾
ynfh 讯
ynhf 盲
ynii 永
ynkd 启
ynmp 遍
ynn 记
yntj 刻
ynuf 戽
ynwy 雇
ynye 房
yoaj 弈
yobf 孪
yocu 变
yodu 奕
yoju 蛮
yomj 峦
yonu 恋
yooy 谈
yopi 迹
yorj 挛
yosu 栾
you 亦
yovf 娈
yoxb 弯
ypeb 毫
ypge 豪
ypi 这
ypke 膏
yplh 诨
ypsj 亭
ypta 诧
ypwb 亮
yqay 诋
yqdb 诡
yqeg 谄
yqjg 询
yqku 谗
yqtg 诳
yqvg 诌
yrbc 离
yrgk 诟
yri 义
yrve 亵
yryy 诉
ysh 订
ysjh 谭
yskg 诃
yslg 谏
ytbn 施
ytdg 话
ytey 旅
ytfh 许
ytgh 旆
ythp 诞
ytmf 谢
ytnn 讫
yttd 族
ytvg 诿
ytxy 诲
yty 放
ytyh 州
yuev 谫
yuh 详
yujg 谙
yukq 说
yumk 商
yuoj 谱
yupy 旁
yuqk 谘
yusl 谰
yute 谚
yuvw 谦
yuwl 谥
yvbh 郎
yveg 朗
yvi 良
yvkg 诏
ywcy 设
ywdm 颃
ywet 诊
ywke 褒
ywry 讽
ywty 夜
ywuy 於
ywwf 卒
ywxn 论
ywy 认
ywyg 谁
yxif 率
yxiu 紊
yxjg 诣
yxlf 畜
yxty 雍
yxxr 谐
yybg 谆
yygt 方
yyiy 谅
yyll 丶
yyry 议
yyuy 谤
yywf 谇
yyyy 言
aaaa 㠭
aaab 㐂
aaau 菚
aad 匞
aadj 䘌
aadr 茙
aafo 蘜
aagf 䒰
aahb 䓉
aahc 菣
aahh 茝
aahh 茞
aahl 藍
aahm 藖
aahw 虦
aahy 蕥
aajh 剗
aakg 蓳
aakk 蓲
aakm 䕚
aako 䕿
aako 䖄
aaky 䕼
aalf 盞
aamf 蘳
aamg 蘣
aamu 䔈
aans 葉
aaqb 苉
aaqh 蔕
aatn 蘙
aau 戔
aavr 苆
aawe 匶
aawu 荗
aawv 蒆
aaww 莁
aawy 茿
aayu 芅
abci 藂
abcl 萾
abcu 菆
abde 䔺
aben 蘟
aben 㲨
abf 芓
abft 䔖
abh 卭
abhg 匩
abig 䒱
abil 䕄
abkm 藬
abkx 莻
ablf 䓝
abmc 䔴
abmf 䔜
abrj 㧭
absj 蔯
abtg 蕯
abti 蓀
abtp 䕖
abue 䔹
abug 薩
abuk 䔒
abv 匜
abwc 蔭
abwd 䕃
abws 蒢
abyj 蘵
acaj 䒪
acak 匥
acce 蔘
acep 蓪
acgd 㦯
ackp 䕂
acks 葈
aclf 䓿
acne 蓩
acnh 芧
acnm 蕷
acno 鶜
acns 葇
acnt 䓮
acou 䔍
acwt 荾
acyu 芆
adac 䒎
adah 蔵
adcu 苃
addd 藞
addd 䔸
adef 䒴
adeu 萇
adfa 莾
adfe 莀
adfe 䔚
adfn 荂
adgk 葴
adgn 䓐
adhj 䒠
adhk 蒧
adhk 䓏
adhu 芣
adhv 蔧
adjn 菴
adjt 蘷
adkb 鄀
adkj 蠚
adkk 匲
adkk 䖃
adkp 逽
admd 䓴
admj 荋
admu 蕆
admy 項
adnb 荿
adpu 荙
adri 蒝
adrr 䔪
adsk 䓫
adtf 䓓
adth 藶
adu 芖
adua 䕢
advg 蕼
adwe 蘛
adwg 菶
adwi 藄
adwj 萶
adwn 㥦
adwr 䔮
adww 匧
adww 莢
adww 㰼
adyi 弎
adyl 葢
aeb 芼
aecb 萉
aecn 薍
aedm 蕦
aeef 萠
aeef 蓞
aeer 荕
aegc 萲
aege 莇
aegu 巭
aegw 藇
aehc 蓃
aej 苚
aejf 薶
aejn 﨟
aemv 虋
aemw 䕟
aepg 蕣
aept 薆
aeqb 萖
aeqk 葋
aeqo 蕮
aer 艻
aesu 䔕
aet 㣉
aetb 䔄
aetf 葄
aeti 蘨
aeto 蔿
aeue 蕂
aeui 䕨
aeuo 虅
aewi 㔱
aexd 蒵
afab 䩸
afac 韄
afaf 䪇
afag 鞾
afak 鞳
afak 䩽
afal 韊
afam 蕡
afan 靾
afao 韉
afas 鞢
afaw 韈
afaw 䪄
afay 䕙
afbj 䩶
afby 靸
afby 鞁
afcl 蓋
afco 䩻
afcu 䒧
afcy 靫
afde 䩨
afde 䩴
afdg 䩬
afdk 䩭
afdw 䩡
afec 蘎
afed 鞵
afee 鞱
afeg 靻
afeg 䩗
afev 鞖
affc 蕓
afff 茥
affg 靯
affh 靬
affk 鞊
affm 韇
affm 䩿
affp 韃
affq 蕘
affu 䓁
affw 䕀
afgf 䩒
afgg 韁
afbg 䩯
afgh 䩹
afgq 靰
afgr 鞕
afgs 靺
afgw 鞆
afgw 䩟
afgx 䩘
afgy 䩫
afhh 鞐
afhk 䩞
afhq 䩤
afhw 蒖
afif 鞺
afij 鞜
afij 鞩
afik 鞝
afit 䩖
afiu 䒬
afj 芉
afjg 鞸
afjh 鞮
afjl 鞰
afjn 鞨
afjo 韅
afkb 䩰
afkc 薣
afke 鞙
afkf 䓀
afkg 鞓
afkk 蘦
afkk 虂
afkk 䕒
afkm 鞼
afko 䕵
afkp 薳
afkp 䪈
afkp 䪋
afkw 䖅
afld 鞇
aflj 䪅
aflm 匵
aflm 藚
aflv 鞻
afmf 萳
afmg 䩜
afmk 䪎
afmu 䪆
afmw 靹
afmy 貳
afnb 芌
afnf 薵
afng 靵
afnt 䩛
afnu 䓌
afoc 䩲
afog 䪁
afok 䕋
afoo 韀
afoo 䩾
afou 䓇
afpa 鞚
afpb 䩩
afpc 䩳
afpe 葧
afpf 䑓
afpl 䩵
afpn 䩪
afpn 䪀
afqb 䩕
afqc 䩓
afqi 鞉
afqn 鞄
afqo 䳬
afqp 䓕
afqu 荺
afqy 靮
afqy 韂
afqy 䩚
afqy 䪌
afrf 鞞
afrr 䩢
afru 鞡
afry 䩝
afsh 靪
afsm 䪂
afsp 韆
afsu 䒹
aftb 䓔
aftk 鞽
aftn 䩐
afto 鞦
aftp 䩠
aftp 䩥
aftp 䩼
aftx 荖
afty 鞂
afu 苿
afuc 蕔
afud 䪊
afug 靽
afug 鞧
afuk 鞛
aful 䪍
afuo 䕮
afup 薘
afuy 蓻
afvi 䩮
afvk 鞀
afvn 䪉
afvp 鞬
afvy 靭
afvy 靱
afvy 鞎
afwa 鞥
afwc 蕶
afwc 藝
afwc 䩔
afwj 䩱
afwk 薔
afwk 鞈
afwn 靲
afwn 䩺
afwo 爇
afwo 䕭
afws 䩣
afwy 蓺
afxc 鞃
afxe 靿
afxh 靷
afxn 䩑
afxw 鞿
afyb 鞟
afyb 鞹
afye 蘾
afyg 䩧
afyi 弍
afyt 䪃
afyx 䩙
afyy 䩷
agag 華
agaj 茾
agaj 荊
agao 鷨
agbh 邼
agbj 萅
agbn 芚
agcf 荎
agcf 㦶
agcj 菿
agdn 菾
agej 藸
agep 蓫
aget 劻
aggn 䔷
aghg 
aghh 卄
aghu 芐
agiy 莍
agjf 蓴
agjg 荁
agjr 莄
agkf 䓊
agkg 菫
agkh 蒚
agkk 蘁
agkl 葍
agkm 䕱
agko 虉
agku 荳
aglg 薑
agmh 䒥
agmj 蓸
agmu 蔶
agmw 苪
agmw 黃
agmw 㔷
agmx 䕻
agmy 䓣
agn 匸
agnb 䒓
abkg 䓧
agnn 㤍
agno 䲾
agnv 㚽
agny 瓨
agny 䛒
agqf 塟
agqj 茢
agqr 薚
agqt 蔜
agqv 薞
agua 䔊
agva 莖
agve 葝
agvh 萐
agwg 蕐
agwr 薾
agxu 䓯
agyi 匤
agyi 弌
ahaj 萛
ahdg 韮
ahdh 薉
ahdi 繤
ahdj 㔈
ahdn 蕜
ahds 䕁
aheg 蔖
ahf 䒙
ahhh 蕋
ahhm 蘋
ahhr 荹
ahhs 蘃
ahhy 匷
ahiu 茮
ahjj 䓬
ahkm 賾
ahkm 頤
ahkn 巸
ahkv 媐
ahky 㼢
ahll 蘆
ahln 藘
ahlo 蓾
ahnb 孯
ahnb 䢻
ahnc 臤
ahnd 硻
ahne 腎
ahne 㲯
ahnf 堅
ahng 朢
ahng 㹂
ahng 䑑
ahnh 䁂
ahni 緊
ahni 䑐
ahni 䵖
ahnj 蜸
ahnj 㔋
ahnk 臨
ahnl 監
ahnl 盬
ahnl 鹽
ahnm 賢
ahnm 贒
ahnm 頣
ahnn 薡
ahno 煕
ahno 㷂
ahnq 覧
ahnq 覽
ahnq 鋻
ahnq 鍳
ahnq 鑒
ahnr 掔
ahnr 擥
ahns 㯺
ahnu 竪
ahnu 豎
ahnu 䜿
ahnu 䝂
ahnv 婜
ahnv 䭆
ahnw 臥
ahnw 䖙
ahny 譼
ahny 㻨
ahny 㽉
ahny 䛗
ahou 蔝
ahqb 莧
ahqo 薒
ahqy 萈
ahtm 䪵
ahto 鴉
ahtv 㸧
ahwb 萀
ahwd 藈
ahxi 䔝
ahxs 䓱
ahyi 㸦
aiaa 䔐
aial 蘫
aian 菃
aiaw 葓
aibv 蔢
aick 菭
aief 莦
aiej 萷
aift 蔆
aiga 䓑
aige 蔳
aigq 茪
aihc 蔋
aiiv 䓾
aijc 䕕
aijf 䓠
aijl 蕰
aijl 蘯
aijn 䔽
aijr 蕩
aijy 蕅
ailf 䕪
aill 薀
aipq 莐
aiqa 䓋
aiqn 萢
aiqy 䓜
airf 萡
airj 䓅
aisi 薸
aisj 藫
aisu 莯
aitd 萿
aitr 䒚
aits 䓷
aitx 虌
aiu 䒕
aiua 蓱
aivc 蓡
aivc 薓
aivg 葏
aivk 菬
aivs 蒅
aivs 薻
aiwc 莈
aiwg 虃
aiwj 蕍
aiws 蒤
aiwu 蒞
aiwy 匯
aiyk 蓅
aiyk 薃
ajag 蓽
ajby 皵
ajdb 鄚
ajdj 蟇
ajdo 驀
ajdq 㱳
ajdy 謩
ajf 䒤
ajff 荲
ajff 蒔
ajfj 䓍
ajgl 䕎
ajh 㓚
ajhf 萺
ajjh 剒
ajjj 蕌
ajlf 蒀
ajme 勱
ajmh 躉
ajmj 蠆
ajmj 䘍
ajmn 䖁
ajmp 邁
ajmy 萬
ajnt 䒶
ajpd 逪
ajqo 鵲
ajqr 䓪
ajrh 斮
ajru 茰
ajsu 菒
ajsu 菓
ajtf 葃
ajtg 虄
ajty 㪚
ajvd 匽
ajvo 鶠
ajvw 㰽
ajwy 䧿
ajxx 菎
akcb 䓃
akd 戓
akej 莂
akfu 菋
akfy 尀
akgc 䰥
akgd 戜
akgd 茣
akgi 㳼
akgk 囏
akgn 懃
akgn 戁
akgo 㸐
akgq 覲
akgr 彧
akgr 斳
akgt 㝻
akgu 㠬
akgv 艱
akgw 歎
akgw 歏
akgw 臡
akgw 㰲
akgx 㔮
akgy 難
akhj 䕽
akhk 蕗
akhm 匱
akhm 蕢
akhu 莡
akkb 鄿
akkb 酄
akkb 䕤
akkc 敺
akkc 毆
akke 勸
